1,20.7,0.050000000000001
0.9,20.65,0.049999999999997
0.8,20.6,0.900000000000002
0.7,19.7,5.3
0.6,14.4,3.9
0.5,10.5,3.1
0.4,7.4,3.3
0.3,4.1,3
0.2,1.1,0.8
0.1,0.3,0.3
0,0,1E-05
-0.1,-1E-05,1.69999
-0.2,-1.7,0.2
-0.3,-1.9,0.2
-0.4,-2.1,0.6
-0.5,-2.7,0.6
-0.6,-3.3,0.6
-0.7,-3.9,0.9
-0.8,-4.8,1
-0.9,-5.8,0.3
-1,-6.1,
